id;code;title;start;end;specialization_id;archived
2165;HOSP_MED_1029;Заведующий отделением гипербарической оксигенации - врач-анестезиолог-реаниматолог;2019-04-16;;7;0
2010;HOSP_MED_875;Заместитель заведующего филиалом по медицинской части - врач-невролог;2018-12-29;;31;0
2166;HOSP_MED_1030;Заместитель заведующего филиалом - врач-офтальмолог;2019-04-16;;70;0
1986;HOSP_MED_851;Медицинский брат перевязочной;2018-12-29;;;0
2011;HOSP_MED_876;Заместитель заведующего филиалом - врач-физиотерапевт;2018-12-29;;83;0
2167;HOSP_MED_1031;Заместитель заведующего филиалом - врач-акушер-гинеколог;2019-04-16;;2;0
2020;HOSP_MED_885;Заведующий отделением трансплантации костного мозга и гемопоэтических стволовых клеток - врач-гематолог;2018-12-29;;20;0
2012;HOSP_MED_877;Заместитель главного врача по работе с филиалами;2018-12-29;;62;0
1987;HOSP_MED_852;Операционный медицинский брат;2018-12-29;;;0
2168;HOSP_MED_1032;Заведующий отделением патологии беременности и гинекологии - врач-акушер-гинеколог;2019-04-16;;2;0
2021;HOSP_MED_886;Заведующий отделением экстренной кардиохирургии и интервенционной кардиологии - врач-сердечно-сосудистый хирург;2018-12-29;;42;0
2022;HOSP_MED_887;Заведующий отделением ультразвуковой и функциональной диагностики - врач ультразвуковой диагностики;2018-12-29;;76;0
2013;HOSP_MED_878;Заведующий отделением длительной респираторной поддержки - врач-анестезиолог-реаниматолог;2018-12-29;;7;0
1988;HOSP_MED_853;Заведующий городским детским консультативно-диагностическим сурдологическим центром - врач-сурдолог-оториноларинголог;2018-12-29;;;0
2023;HOSP_MED_888;Заведующий стационаром кратковременного пребывания по профилю «хирургия» - врач - детский хирург;2018-12-29;;49;0
2014;HOSP_MED_879;Заведующий отделением сестринского ухода - врач по паллиативной медицинской помощи;2018-12-29;;99;0
2024;HOSP_MED_889;Заведующий отделением клинико-экспертной работы - врач-детский хирург;2018-12-29;;49;0
1989;HOSP_MED_854;Заведующий цитологической лабораторией - врач клинической лабораторной диагностики;2018-12-29;;3;0
2025;HOSP_MED_890;Врач приемного отделения - врач-детский эндокринолог;2018-12-29;;51;0
1990;HOSP_MED_855;Заведующий центром восстановительного лечения детей до трех лет жизни - врач-педиатр;2018-12-29;;73;0
2026;HOSP_MED_891;Врач приемного отделения - врач-детский гематолог;2018-12-29;;;0
2015;HOSP_MED_880;Заведующий отделением круглосуточного медицинского наблюдения и лечения - врач по паллиативной медицинской помощи;2018-12-29;;99;0
1991;HOSP_MED_856;Заведующий отделением медицинской помощи на дому - врач-психиатр;2018-12-29;;4;0
2027;HOSP_MED_892;Заведующий гериатрическим отделением - врач-гериатр;2018-12-29;;26;0
2028;HOSP_MED_893;Заведующий дневным стационаром - врач-психиатр подростковый;2018-12-29;;4;0
2016;HOSP_MED_881;Заместитель главного врача по медицинской части и научно-образовательной работе;2018-12-29;;62;0
1992;HOSP_MED_857;Врач-остеопат;2018-12-29;;66;0
2029;HOSP_MED_894;Заведующий отделением по оказанию платных медицинских услуг - врач-психиатр;2018-12-29;;4;0
2030;HOSP_MED_895;Заведующий клинико-диагностической лабораторией - врач-лаборант;2018-12-29;;;0
2017;HOSP_MED_882;Заведующий медико-генетическим отделением - врач-генетик;2018-12-29;;;0
1993;HOSP_MED_858;Заведующий амбулаторным отделением медицинской реабилитации - врач-терапевт;2018-12-29;;61;0
2031;HOSP_MED_896;Заведующий диагностическим отделением-врач-эндоскопист;2018-12-29;;89;0
2018;HOSP_MED_883;Заведующий отделением онкологии и гематологии - врач-гематолог;2018-12-29;;20;0
2032;HOSP_MED_897;Заведующий консультативно-диагностическим отделением платных услуг - врач-терапевт;2018-12-29;;61;0
2019;HOSP_MED_884;Заведующий отделением наследственных нарушений обмена веществ - врач-невролог;2018-12-29;;31;0
1994;HOSP_MED_859;Заведующий организационно-методическим отделом по медицинской реабилитации и санаторно-курортному лечению Департамента здравоохранения города Москвы - врач-методист;2018-12-29;;62;0
2033;HOSP_MED_898;Заведующий операционным блоком - врач-анестезиолог-реаниматолог;2018-12-29;;7;0
2034;HOSP_MED_899;Заведующий отделением рентгенхирургических методов диагностики и лечения - врач по рентгенэндоваскулярным диагностике и лечению;2018-12-29;;;0
2035;HOSP_MED_900;Заведующий отделением специализированной помощи беременным-врач-кардиолог;2018-12-29;;59;0
2036;HOSP_MED_901;Заведующий отделом организации и проведения клинических испытаний и исследований - врач-терапевт;2018-12-29;;61;0
2037;HOSP_MED_902;Заведующий отделом плановой госпитализации - врач-кардиолог;2018-12-29;;59;0
2038;HOSP_MED_903;Заведующий приемным отделением - врач-анестезиолог-реаниматолог;2018-12-29;;7;0
2039;HOSP_MED_904;Заведующий терапевтическим отделением - врач-кардиолог;2018-12-29;;59;0
2040;HOSP_MED_905;Заведующий стационаром кратковременного пребывания по профилю «хирургия» - врач-хирург;2018-12-29;;86;0
2041;HOSP_MED_906;Заведующий пульмонологическим отделением для больных муковисцидозом - врач-пульмонолог;2018-12-29;;14;0
2042;HOSP_MED_907;Заведующий отделением респираторной медицины - врач-пульмонолог;2018-12-29;;14;0
2043;HOSP_MED_908;Заведующий отделением медико-социальной реабилитации - врач-психиатр;2018-12-29;;4;0
2044;HOSP_MED_909;Заведующий стоматологическим кабинетом - врач-стоматолог-терапевт;2018-12-29;;52;0
2045;HOSP_MED_910;Заведующий консультативно-диагностическим центром - врач - педиатр;2018-12-29;;73;0
2046;HOSP_MED_911;Заведующий отделением экстренной хирургической помощи - врач-детский хирург;2018-12-29;;49;0
2047;HOSP_MED_912;Заведующий ожоговым отделением - врач-детский хирург;2018-12-29;;49;0
2048;HOSP_MED_913;Заведующий центром артрологии и реабилитации детей с заболеваниями и травмами суставов - врач-травматолог-ортопед;2018-12-29;;67;0
2049;HOSP_MED_914;Заведующий городским пунктом неотложной травматологической помощи - врач-травматолог-ортопед;2018-12-29;;67;0
2050;HOSP_MED_915;Заведующий отделением паллиативной медицинской помощи детям - врач-педиатр;2018-12-29;;73;0
2051;HOSP_MED_916;Заведующий центром медицинской реабилитации - врач-физиотерапевт;2018-12-29;;83;0
2052;HOSP_MED_917;Заведующий онкохирургическим отделением - врач-онколог;2018-12-29;;60;0
2053;HOSP_MED_918;Заведующий отделением по оказанию платных медицинских услуг - врач-статистик;2018-12-29;;62;0
2054;HOSP_MED_919;Заведующий отделением анестезиологии-реанимации с операционным блоком - врач-анестезиолог-реаниматолог;2018-12-29;;7;0
2055;HOSP_MED_920;Заведующий центром гравитационной хирургии крови и гемодиализа - врач-анестезиолог-реаниматолог;2018-12-29;;7;0
2056;HOSP_MED_921;Заведующий детским уроандрологическим отделением - врач - детский уролог-андролог;2018-12-29;;47;0
2057;HOSP_MED_922;Заведующий детским сосудистым хирургическим отделением - врач - детский хирург;2018-12-29;;49;0
2070;HOSP_MED_934;Заведующий центральной лаборатории диагностики ВИЧ-инфекции МГЦ СПИД;2018-12-29;;;0
2058;HOSP_MED_923;Заведующий пульмонологическим отделением - врач-педиатр;2018-12-29;;73;0
2071;HOSP_MED_935;Заведующий отделением ультразвуковых и функциональных методов исследования - врач функциональной диагностики;2018-12-29;;85;0
2059;HOSP_MED_924;Заведующий консультативно-диагностическим отделением с кабинетом пренатальной диагностики - врач-акушер-гинеколог;2019-04-16;;2;0
2250;HOSP_SCI_37;Заведующий научным отделением анестезиологии;2018-11-02;;;0
2060;HOSP_MED_924;Заведующий консультативно-диагностическим отделением с кабинетом перенатальной диагностики - врач-акушер-гинеколог;2018-12-29;2019-04-16;2;0
2251;HOSP_SCI_38;Заведующий научным отделением анестезиологии и реанимации для трансплантации органов;2018-11-02;;;0
2061;HOSP_MED_925;Заведующий неврологическим отделением - клиника лечения боли - врач-невролог;2018-12-29;;31;0
2072;HOSP_MED_936;Заведующий акушерским отделением патологии беременности и гинекологии - врач-акушер-гинеколог;2018-12-29;;2;0
2252;HOSP_SCI_39;Заведующий научным отделением биотехнологий и трансфузиологии;2018-11-02;;;0
2062;HOSP_MED_926;Заведующий амбулаторным отделением - врач-психиатр;2018-12-29;;4;0
2253;HOSP_SCI_40;Заведующий научным отделением восстановительного лечения;2018-11-02;;;0
2063;HOSP_MED_927;Заместитель главного врача по медицинской части, руководитель МГЦ СПИД;2018-12-29;;62;0
2073;HOSP_MED_937;Заведующий научно-клиническим отделом - врач-хирург;2018-12-29;;86;0
2254;HOSP_SCI_41;Заведующий научным отделением гипербарической оксигенации;2018-11-02;;;0
2064;HOSP_MED_928;Заведующий отделением контроля качества оказания медицинской помощи - врач-инфекционист;2018-12-29;;57;0
2255;HOSP_SCI_42;Заведующий научным отделением компьютерной и магнитно-резонансной томографии;2018-11-02;;;0
2256;HOSP_SCI_43;Заведующий научным отделением кризисных состояний и психосоматических расстройств;2018-11-02;;;0
2074;HOSP_MED_938;Заведующий отделом медицинской статистики - врач-методист;2018-12-29;;62;0
2065;HOSP_MED_929;Заведующий научно-клиническим отделом МГЦ СПИД -  врач-инфекционист;2018-12-29;;57;0
2257;HOSP_SCI_44;Заведующий научным отделением лабораторной диагностики;2018-11-02;;;0
2258;HOSP_SCI_45;Заведующий научным отделением лечения острых отравлений;2018-11-02;;;0
2075;HOSP_MED_939;Врач приемного отделения - врач общей практики (семейный врач);2018-12-29;;61;0
2259;HOSP_SCI_46;Заведующий научным отделением лечения острых эндотоксикозов;2018-11-02;;;0
2066;HOSP_MED_930;Заведующий отделением лабораторной диагностики - врач клинической лабораторной диагностики;2018-12-29;;3;0
2260;HOSP_SCI_47;Заведующий научным отделением лучевой диагностики;2018-11-02;;;0
2275;HOSP_SCI_62;Заведующий научным отделением общей реанимации;2018-11-02;;;0
2076;HOSP_MED_940;Заведующий гинекологическим отделением акушерско-гинекологического центра - врач-акушер-гинеколог;2018-12-29;;2;0
2261;HOSP_SCI_48;Заведующий научным отделением неотложной кардиологии для больных инфарктом миокарда;2018-11-02;;;0
2354;HOSP_SCI_141;Старший библиотекарь;2018-11-02;;;0
2067;HOSP_MED_931;Заведующий амбулаторно-поликлиническим педиатрическим отделением МГЦ СПИД - врач-педиатр;2018-12-29;;73;0
2262;HOSP_SCI_49;Заведующий научным отделением неотложной кардиохирургии, вспомогательного кровообращения и трансплантации сердца;2018-11-02;;;0
2355;HOSP_SCI_142;Старший научный сотрудник;2018-11-02;;;0
2077;HOSP_MED_941;Заведующий акушерским физиологическим отделением акушерско-гинекологического центра - врач-акушер-гинеколог;2018-12-29;;2;0
2263;HOSP_SCI_50;Заведующий научным отделением неотложной клинической кардиологии с методами неинвазивной функциональной диагностики;2018-11-02;;;0
2356;HOSP_SCI_143;Ученый секретарь;2018-11-02;;;0
2068;HOSP_MED_932;Заведующий организационно-методическим отделом по ВИЧ-инфекции - врач-методист;2018-12-29;;62;0
2264;HOSP_SCI_51;Заведующий научным отделением неотложной коронарной хирургии;2018-11-02;;;0
2357;HOSP_SCI_144;Библиотекарь/Н;2018-11-02;;;0
2078;HOSP_MED_942;Заведующий отделением патологии беременности акушерско-гинекологического центра - врач-акушер-гинеколог;2018-12-29;;2;0
2069;HOSP_MED_933;Заведующий отделением профилактики ВИЧ-инфекции МГЦ СПИД - врач-инфекционист;2018-12-29;;57;0
2358;HOSP_SCI_145;Главный специалист;2018-11-02;;;0
2265;HOSP_SCI_52;Заведующий научным отделением неотложной неврологии;2018-11-02;;;0
2359;HOSP_SCI_146;Директор/Н;2018-11-02;;;0
2266;HOSP_SCI_53;Заведующий научным отделением неотложной неврологии и восстановительного лечения;2018-11-02;;;0
2079;HOSP_MED_943;Заведующий родовым отделением акушерско-гинекологического центра - врач-акушер-гинеколог;2018-12-29;;2;0
2267;HOSP_SCI_54;Заведующий научным отделением неотложной нейрохирургии;2018-11-02;;;0
2360;HOSP_SCI_147;Документовед/Н;2018-11-02;;;0
2268;HOSP_SCI_55;Заведующий научным отделением неотложной пластической и реконструктивной хирургии;2018-11-02;;;0
2361;HOSP_SCI_149;Руководитель научно-организационного отдела;2018-11-02;;;0
2269;HOSP_SCI_56;Заведующий научным отделением неотложной сосудистой хирургии;2018-11-02;;;0
2080;HOSP_MED_944;Заведующий отделением новорожденных акушерско-гинекологического центра - врач-неонатолог;2018-12-29;;;0
2270;HOSP_SCI_57;Заведующий научным отделением неотложной торакоабдоминальной хирургии;2018-11-02;;;0
2362;HOSP_SCI_150;Руководитель отдела клинической дерматовенерологии и косметологии;2018-11-02;;;0
2081;HOSP_MED_945;Заведующий лечебно-диагностическим отделением акушерско-гинекологического центра - врач-акушер-гинеколог;2018-12-29;;2;0
2082;HOSP_MED_946;Заведующий дневным стационаром акушерско-гинекологического центра - врач-акушер-гинеколог;2018-12-29;;2;0
2271;HOSP_SCI_58;Заведующий научным отделением неотложной травматологии опорно-двигательного аппарата;2018-11-02;;;0
2363;HOSP_SCI_151;Руководитель отдела научно-прикладных методов исследования;2018-11-02;;;0
2083;HOSP_MED_947;Заведующий ожоговым отделением ожогового центра - врач-травматолог-ортопед;2018-12-29;;67;0
2272;HOSP_SCI_59;Заведующий научным отделением неотложной хирургии, эндоскопии и интенсивной терапии;2018-11-02;;;0
2273;HOSP_SCI_60;Заведующий научным отделением неотложной хирургической гастроэнтерологии;2018-11-02;;;0
2239;HOSP_SCI_26;Заведующий научной лабораторией клинической микробиологии;2018-11-02;;;0
2364;HOSP_SCI_152;Научный консультант;2018-11-02;;;0
2274;HOSP_SCI_61;Заведующий научным отделением неотложных эндоскопических исследований;2018-11-02;;;0
2365;HOSP_SCI_153;Главный научный консультант;2018-11-02;;;0
2366;HOSP_SCI_154;Заведующий отделением гиперборической оксигенации;2018-11-02;;;0
2240;HOSP_SCI_27;Заведующий научной лабораторией клинической физиологии;2018-11-02;;;0
2241;HOSP_SCI_28;Заведующий научной лабораторией новых хирургических технологий;2018-11-02;;;0
2378;HOSP_SCI_166;Заведующий отделом по изучению соматоформных расстройств и нарушений пищевого поведения;2018-12-29;;;0
2367;HOSP_SCI_155;Заведующий научным отделением острых отравлений и соматопсихиатрических расстройств;2018-12-29;;;0
2368;HOSP_SCI_156;Заведующий научным отделением ультразвуковых и функциональных методов исследования;2018-12-29;;;0
2242;HOSP_SCI_29;Заведующий научной лабораторией организации стационарной неотложной помощи;2018-11-02;;;0
2379;HOSP_SCI_167;Заведующий отделом проблем лабораторной диагностики туберкулеза и патоморфологии;2018-12-29;;;0
2369;HOSP_SCI_157;Специалист по организации клинических исследований;2018-12-29;;;0
2380;HOSP_SCI_168;Заведующий научно-клиническим отделом;2018-12-29;;;0
2370;HOSP_SCI_158;Заведующий кризисным суицидологическим кабинетом;2018-12-29;;;0
2243;HOSP_SCI_30;Заведующий научной лабораторией патоморфологии с гистохимией;2018-11-02;;;0
2371;HOSP_SCI_159;Заведующий отделом новых методов терапии пограничных психических расстройств;2018-12-29;;;0
2381;HOSP_SCI_169;Заведующий отделом эпидемиологического мониторинга туберкулеза;2018-12-29;;;0
2372;HOSP_SCI_160;Заведующий отделом пограничных психических расстройств с заболеваниями центральной нервной системы и старшего возраста;2018-12-29;;;0
2244;HOSP_SCI_31;Заведующий научной лабораторией трансплантации клеток и иммунотипирования;2018-11-02;;;0
2373;HOSP_SCI_161;Заведующий отделом изучения нейробиологических механизмов пограничных психических расстройств;2018-12-29;;;0
2245;HOSP_SCI_32;Заведующий научной лабораторией трансфузиологии, консервирования тканей и искусственного питания;2018-11-02;;;0
2382;HOSP_SCI_170;Ведущий программист/Н;2018-12-29;;;0
2374;HOSP_SCI_162;Заведующий отделом эпидемиологии, профилактики и организации помощи при пограничных психических расстройствах;2018-12-29;;;0
2383;HOSP_SCI_171;Научный руководитель;2018-12-29;;;0
2375;HOSP_SCI_163;Заведующий отделом диссомний при пограничных психических расстройствах;2018-12-29;;;0
2384;HOSP_SCI_172;Редактор/Н;2018-12-29;;;0
2246;HOSP_SCI_33;Заведующий научной лабораторией экспериментальной патологии;2018-11-02;;;0
2376;HOSP_SCI_164;Заведующий отделом по изучению когнитивных нарушений;2018-12-29;;;0
2385;HOSP_SCI_173;Заведующий научно-исследовательским отделом патологии верхних дыхательных путей и ринофациальной хирургии;2018-12-29;;;0
2247;HOSP_SCI_34;Заведующий научной лабораторией электронной микроскопии;2018-11-02;;;0
2377;HOSP_SCI_165;Заведующий отделом по изучению пароксизмальных состояний неэпилептического генеза при пограничных психических расстройствах;2018-12-29;;;0
2386;HOSP_SCI_174;Заведующий научно-исследовательским отделом реконструктивной хирургии полых органов шеи;2018-12-29;;;0
2248;HOSP_SCI_35;Заведующий научно-медицинской библиотекой;2018-11-02;;;0
2387;HOSP_SCI_175;Заведующий научно-исследовательским отделом оториноларингологических заболеваний детского возраста;2018-12-29;;;0
2249;HOSP_SCI_36;Заведующий научно-технической библиотекой;2018-11-02;;;0
2388;HOSP_SCI_176;Заведующий научно-исследовательским отделом микрохирургии уха;2018-12-29;;;0
2389;HOSP_SCI_177;Заведующий Научно-исследовательским отделом сурдологии и патологии внутреннего уха;2018-12-29;;;0
2390;HOSP_SCI_178;Заведующий научно-исследовательским отделом микрохирургии гортани и фониатрии;2018-12-29;;;0
2391;HOSP_SCI_179;Заведующий научно-исследовательским отделом эпидемиологии, инновационного развития и экспертизы качества;2018-12-29;;;0
2392;HOSP_SCI_180;Заведующий научно-исследовательским сектором отдела эпидемиологии, инновационного развития и экспертизы качества;2018-12-29;;;0
2393;HOSP_SCI_181;Заведующий отделом научно-организационной и учебной работы;2018-12-29;;;0
2394;HOSP_SCI_182;Заведующий отделом медицинской реабилитации;2018-12-29;;;0
2395;HOSP_SCI_183;Заведующий отделом медицинской реабилитации детей и подростков;2018-12-29;;;0
2396;HOSP_SCI_184;Заведующий отделом спортивной медицины и клинической фармакологии;2018-12-29;;;0
2397;HOSP_SCI_185;Заведующий отделом физических методов лечения;2018-12-29;;;0
2398;HOSP_SCI_186;Заведующий центром диагностики и лечения аутоиммунных заболеваний;2019-04-16;;;0
2399;HOSP_SCI_187;Заведующий отделением неотложной травматологии, реконструктивной и пластической хирургии;2019-04-16;;;0
2400;HOSP_SCI_188;Руководитель отдела детской хирургии;2019-04-16;;;0
2401;HOSP_SCI_189;Руководитель отдела травматологии, ран и раневых инфекций;2019-04-16;;;0
2402;HOSP_SCI_190;Руководитель отдела нейрохирургии и нейротравмы;2019-04-16;;;0
2403;HOSP_SCI_191;Руководитель отдела сочетанной травмы, анестезиологии-реанимации;2019-04-16;;;0
2404;HOSP_SCI_192;Руководитель отделения анестезиологии-реанимации;2019-04-16;;;0
2405;HOSP_SCI_193;Руководитель отдела реабилитации;2019-04-16;;;0
2406;HOSP_SCI_194;Заведующий отделением физической реабилитации;2019-04-16;;;0
2407;HOSP_SCI_195;Заведующий отделением психолого-педагогической помощи;2019-04-16;;;0
2408;HOSP_SCI_196;Руководитель отдела лучевой диагностики;2019-04-16;;;0
2409;HOSP_SCI_197;Заведующий отделом функциональной диагностики;2019-04-16;;;0
2410;HOSP_SCI_198;Заведующий отделом клинической патофизиологии;2019-04-16;;;0
2411;HOSP_SCI_199;Заведующий лабораторией клинических, биохимических, иммунологических и цитохимических методов исследования;2019-04-16;;;0
2412;HOSP_SCI_200;Заведующий лабораторией микробиологии и антибактериальной терапии;2019-04-16;;;0
2413;HOSP_SCI_201;Заведующий лабораторией костной раны;2019-04-16;;;0
2414;HOSP_SCI_202;Заведующий отделом организации догоспитальной и амбулаторной помощи детям;2019-04-16;;;0
2415;HOSP_SCI_203;Заведующий отделом научно-медицинских технологий;2019-04-16;;;0
2416;HOSP_SCI_204;Заведующий лабораторией научно-организационных технологий;2019-04-16;;;0
2417;HOSP_SCI_205;Начальник отдела научно-медицинских цифровых решений;2019-04-16;;;0
2418;HOSP_SCI_206;Заведующий учебно-клиническим отделом/Н;2019-04-16;;;0
2419;HOSP_SCI_207;Заведующий отделением пластической хирургии;2019-04-16;;;0
2420;HOSP_SCI_208;Заведующий лабораторией функциональной диагностики заболеваний пищевода и желудка;2019-04-16;;;0
2421;HOSP_SCI_209;Заведующий отделом торакоабдоминальной хирургии;2019-04-16;;;0
866;HOSP_MED_224;Заведующий операционным блоком - врач-акушер-гинеколог;2018-11-02;;2;0
2422;HOSP_SCI_211;Заведующий отделением сосудистой хирургии;2019-04-16;;;0
2276;HOSP_SCI_63;Заведующий научным отделением общей рентгенодиагностики;2018-11-02;;;0
861;HOSP_222;Режиссер;2018-11-02;;;0
2277;HOSP_SCI_64;Заведующий научным отделением острых гинекологических заболеваний;2018-11-02;;;0
862;AMB_MED_222;Заведующий кабинетом врача - анестезиолога - реаниматолога - врач-анестезиолог - реаниматолог;2015-11-01;;7;0
2278;HOSP_SCI_65;Заведующий научным отделением острых отравлений и психосоматических расстройств;2018-11-02;;;0
863;HOSP_MED_223;Заведующий операционным блоком - врач - сердечно-сосудистый хирург;2018-11-02;;42;0
2279;HOSP_SCI_66;Заведующий научным отделением острых термических поражений;2018-11-02;;;0
2280;HOSP_SCI_67;Заведующий научным отделением острых хирургических заболеваний печени и поджелудочной железы;2018-11-02;;;0
864;HOSP_223;Садовник;2018-11-02;;;0
2281;HOSP_SCI_68;Заведующий научным отделением радиоизотопной диагностики;2018-11-02;;;0
2282;HOSP_SCI_69;Заведующий научным отделением реанимации и интенсивной терапии для больных после трансплантации;2018-11-02;;;0
865;AMB_MED_223;Заведующий кабинетом врача - рефлексотерапевта - врач-рефлексотерапевт;2015-11-01;;36;0
2283;HOSP_SCI_70;Заведующий научным отделением реанимации и интенсивной терапии для хирургических больных;2018-11-02;;;0
2284;HOSP_SCI_71;Заведующий научным отделением рентгенохирургических методов диагностики и лечения;2018-11-02;;;0
2325;HOSP_SCI_112;Заведующий отделом патологической анатомии;2018-11-02;;;0
2300;HOSP_SCI_87;Заведующий отделением высокотехнологичной хирургии и хирургической эндоскопии;2018-11-02;;;0
2285;HOSP_SCI_72;Заведующий научным отделением сочетанной и множественной травмы;2018-11-02;;;0
2326;HOSP_SCI_113;Заведующий отделом по патентной и изобретательской работе;2018-11-02;;;0
2301;HOSP_SCI_88;Заведующий отделением диагностики и общей терапии;2018-11-02;;;0
2286;HOSP_SCI_73;Заведующий научным отделением трансплантации печени;2018-11-02;;;0
2327;HOSP_SCI_114;Заведующий отделом профилактики и лечения бактериальных инфекций;2018-11-02;;;0
2302;HOSP_SCI_89;Заведующий отделением невоспалительной патологии кишечника;2018-11-02;;;0
2287;HOSP_SCI_74;Заведующий научным отделением трансплантации почки и поджелудочной железы;2018-11-02;;;0
2303;HOSP_SCI_90;Заведующий отделением диагностической эндоскопии;2018-11-02;;;0
2328;HOSP_SCI_115;Заведующий отделом пульмонологии;2018-11-02;;;0
2288;HOSP_SCI_75;Заведующий научным отделением ультразвуковых и функциональных методов лечения;2018-11-02;;;0
2289;HOSP_SCI_76;Заведующий научным отделением ультразвуковых методов исследований и мини-инвазивных методов лечения с использованием ультразвука;2018-11-02;;;0
2304;HOSP_SCI_91;Заведующий отделением заболеваний печени;2018-11-02;;;0
2329;HOSP_SCI_116;Заведующий отделом ревматологии;2018-11-02;;;0
2290;HOSP_SCI_77;Заведующий научным отделом клеточных и тканевых технологий;2018-11-02;;;0
2305;HOSP_SCI_92;Заведующий отделением лечения воспалительных заболеваний кишечника;2018-11-02;;;0
2330;HOSP_SCI_117;Заведующий отделом эндоскопии;2018-11-02;;;0
2291;HOSP_SCI_78;Заведующий научным отделом лабораторной диагностики;2018-11-02;;;0
2331;HOSP_SCI_118;Заведующий ревматологическим отделением;2018-11-02;;;0
2292;HOSP_SCI_79;Заведующий научным отделом неотложной кардиологии и сердечно-сосудистой хирургии;2018-11-02;;;0
2332;HOSP_SCI_119;Заведующий рентгенологическим отделением;2018-11-02;2018-12-29;;0
2306;HOSP_SCI_93;Заведующий отделением оперативной эндоскопии;2018-11-02;;;0
2293;HOSP_SCI_80;Заведующий научным отделом общей онкологии;2018-11-02;;;0
2333;HOSP_SCI_120;Заведующий сектором изучения проблем профилактики и лечения острых и хронических болевых синдромов;2018-11-02;;;0
2294;HOSP_SCI_81;Заведующий научным отделом организации диагностики и лечения неотложных состояний;2018-11-02;;;0
2307;HOSP_SCI_94;Заведующий отделением ортопедии и сложной травмы;2018-11-02;;;0
2334;HOSP_SCI_121;Заведующий урологическим отделением;2018-11-02;;;0
2295;HOSP_SCI_82;Заведующий научным отделом организации и проведения клинических испытаний и исследований;2018-11-02;;;0
2335;HOSP_SCI_122;Заведующий химиотерапевтическим отделением;2018-11-02;;;0
2296;HOSP_SCI_83;Заведующий научным отделом патологической анатомии;2018-11-02;;;0
2308;HOSP_SCI_95;Заведующий отделением патологии верхних отделов пищеварительного тракта;2018-11-02;;;0
2336;HOSP_SCI_123;Заведующий центром эндокринной и метаболической хирургии;2018-11-02;;;0
2297;HOSP_SCI_84;Заведующий неврологическим отделением;2018-11-02;;;0
2337;HOSP_SCI_124;Заведующий Центром диагностики и лечения опухолей головы и шеи;2018-11-02;;;0
2309;HOSP_SCI_96;Заведующий отделением патологии поджелудочной железы и желчевыводящих путей;2018-11-02;;;0
2350;HOSP_SCI_137;Начальник отдела организации работы дирекции;2018-11-02;;;0
2338;HOSP_SCI_125;Заведующий эндокринологическим отделением;2018-11-02;;;0
2351;HOSP_SCI_138;Помощник директора;2018-11-02;;;0
2339;HOSP_SCI_126;Заместитель директора по научной и организационно-методической работе;2018-11-02;;;0
2298;HOSP_SCI_85;Заведующий онкохирургическим отделением опухолей кожи и мягких тканей;2018-11-02;;;0
2310;HOSP_SCI_97;Заведующий отделением ультразвуковой диагностики;2018-11-02;;;0
2352;HOSP_SCI_139;Рабочий по уходу за животными/Н;2018-11-02;;;0
2340;HOSP_SCI_127;Заместитель директора по научной работе;2018-11-02;;;0
2299;HOSP_SCI_86;Заведующий отделением гепатопанкреатобилиарной хирургии;2018-11-02;;;0
2353;HOSP_SCI_140;Советник директора;2018-11-02;;;0
2311;HOSP_SCI_98;Заведующий отделом гепатопанкреатобилиарной хирургии;2018-11-02;;;0
2341;HOSP_SCI_128;Заместитель директора по научно-клинической работе;2018-11-02;;;0
2181;HOSP_MED_1045;Заведующий  отделением катамнеза - врач-педиатр;2019-04-16;;73;0
2342;HOSP_SCI_129;Заместитель директора по научно-организационной работе;2018-11-02;;;0
2182;HOSP_MED_1046;Заведующий по амбулаторно-поликлинической помощи филиала «Родильный дом» - врач-акушер-гинеколог;2019-04-16;;2;0
2343;HOSP_SCI_130;Заместитель директора по онкологии/Н;2018-11-02;;62;0
2312;HOSP_SCI_99;Заведующий отделом инновационной хирургии;2018-11-02;;;0
2183;HOSP_MED_1047;Заведующий операционным блоком - врач-нейрохирург;2019-04-16;;;0
2344;HOSP_SCI_131;Заместитель директора по хозяйственным вопросам;2018-11-02;;;0
2184;HOSP_MED_1048;Заведующий отделением флебологии Флебологического центра - врач-хирург;2019-04-16;;86;0
2313;HOSP_SCI_100;Заведующий отделом эндокринных и метаболических нарушений;2018-11-02;;;0
2345;HOSP_SCI_132;Консультант ученого секретаря;2018-11-02;;;0
2314;HOSP_SCI_101;Заведующий отделом внешних научных связей/Н;2018-11-02;;;0
2185;HOSP_MED_1049;Заведующий кабинетом «Клиника коррекции веса и диетологии» - врач-терапевт;2019-04-16;;61;0
2346;HOSP_SCI_133;Лаборант/Н;2018-11-02;;;0
2315;HOSP_SCI_102;Заведующий отделом гематологии;2018-11-02;;;0
2186;HOSP_MED_1050;Заведующий отделением реанимации и интенсивной терапии  для больных с сочетанной соматической и психической патологией - врач-анестезиолог-реаниматолог;2019-04-16;;7;0
2347;HOSP_SCI_134;Лаборант-исследователь;2018-11-02;;;0
2316;HOSP_SCI_103;Заведующий отделом гепатологии;2018-11-02;;;0
2348;HOSP_SCI_135;Младший научный сотрудник;2018-11-02;;;0
